symbol,name,sector,bse_security_code,bse_industry,risk,return,beta,debtToEquity,grossMargins,ebitdaMargins,operatingMargins
HDFCBANK.BO,HDFC Bank Limited,Financial Services,500180,Financial Services,0.06088438621258438,0.01653232780554551,0.699,,0.0,0.0,0.33279
ICICIBANK.BO,ICICI Bank Limited,Financial Services,532174,Financial Services,0.08523409500491017,0.019822550254853397,0.793,,0.0,0.0,0.38271
SBIN.BO,State Bank of India,Financial Services,500112,Financial Services,0.10555253732916067,0.0193467387474893,0.715,,0.0,0.0,0.27238
BAJFINANCE.BO,Bajaj Finance Limited,Financial Services,500034,Financial Services,0.11792858082211113,0.0416477997228389,0.889,336.941,0.93424004,0.0,0.61249
LICI.BO,Life Insurance Corporation of India,Financial Services,543526,Financial Services,0.07576533646187508,0.012393254402432781,,,0.082200006,0.03371,0.04639
KOTAKBANK.BO,Kotak Mahindra Bank Limited,Financial Services,500247,Financial Services,0.06745172593171904,0.016902797249827666,0.446,,0.0,0.0,0.3782
AXISBANK.BO,Axis Bank Limited,Financial Services,532215,Financial Services,0.09124364549033577,0.018670713783143042,0.936,,0.0,0.0,0.4745
BAJAJFINSV.BO,Bajaj Finserv Ltd.,Financial Services,532978,Financial Services,0.11876967257179885,0.034949904040798695,0.946,231.603,0.52931,0.37363,0.37919
HDFCLIFE.BO,HDFC Life Insurance Company Limited,Financial Services,540777,Financial Services,0.07622551269648052,0.010701863351795345,0.707,6.956,0.11321,0.01091,-0.01116
SBILIFE.BO,SBI Life Insurance Company Limited,Financial Services,540719,Financial Services,0.07767065882095574,0.014136545352480772,0.555,,0.0637,0.01988,0.014730001
INDUSINDBK.BO,IndusInd Bank Limited,Financial Services,532187,Financial Services,0.12224532126628831,0.02126934501874929,1.191,,0.0,0.0,0.45966998
BANKBARODA.BO,Bank of Baroda Limited,Financial Services,532134,Financial Services,0.12611391446911147,0.015562747576934637,0.637,,0.0,0.0,0.41671002
CHOLAFIN.BO,Cholamandalam Investment and Finance Company Limited,Financial Services,511243,Financial Services,0.11529375213862136,0.035734112293217005,0.809,756.702,0.99891,0.0,0.52763003
SBICARD.BO,SBI Cards and Payment Services Limited,Financial Services,543066,Financial Services,0.08669774172842697,0.00953895010851011,0.306,308.232,0.55355,0.0,0.2953
BAJAJHLDNG.BO,Bajaj Holdings & Investment Limited,Financial Services,500490,Financial Services,0.08818491082540961,0.02329405059466301,0.582,0.134,0.97473,0.72289,0.82646006
ICICIPRULI.BO,ICICI Prudential Life Insurance Company Limited,Financial Services,540133,Financial Services,0.08099206567493199,0.009420703682077897,0.585,11.202,0.09764,0.01824,0.017029999
PFC.BO,Power Finance Corporation Limited,Financial Services,532810,Financial Services,0.12511140699311826,0.029368232898643636,0.803,659.134,0.99184996,0.0,0.37939999
IDBI.BO,IDBI Bank Limited,Financial Services,500116,Financial Services,0.1648583300101992,0.013176728581210228,0.966,,0.0,0.0,0.55495
PNB.BO,Punjab National Bank,Financial Services,532461,Financial Services,0.14808222759405218,0.009940694765310905,0.851,,0.0,0.0,0.29012
SHRIRAMFIN.BO,Shriram Finance Limited,Financial Services,511218,Financial Services,0.11735987223399569,0.017477729778576315,0.934,286.691,0.96753997,0.0,0.62659
ICICIGI.BO,ICICI Lombard General Insurance Company Limited,Financial Services,540716,Financial Services,0.06589456714068909,0.012661381254803636,0.512,0.294,0.34070998,0.11712,0.14517
IRFC.BO,Indian Railway Finance Corporation Limited,Financial Services,543257,Financial Services,0.1553393844553238,0.051608782527112505,0.927,855.642,0.99999,0.0,0.97753
UNIONBANK.BO,Union Bank of India,Financial Services,532477,Financial Services,0.1495493904137789,0.01289805057399453,1.143,,0.0,0.0,0.47017
CANBK.BO,Canara Bank,Financial Services,532483,Financial Services,0.13047281825582932,0.015212580757915102,0.842,,0.0,0.0,0.38192
RECLTD.BO,REC Limited,Financial Services,532955,Financial Services,0.11826923086139125,0.028663922992754297,0.822,699.583,0.98578,0.0,0.96086997
IDFCFIRSTB.BO,IDFC First Bank Limited,Financial Services,539437,Financial Services,0.12473662900664732,0.012138952055901743,0.877,,0.0,0.0,0.2034
IOB.BO,Indian Overseas Bank,Financial Services,532388,Financial Services,0.15899025730484856,0.010321801384088598,0.758,,0.0,0.0,0.26253998
HDFCAMC.BO,HDFC Asset Management Company Limited,Financial Services,541729,Financial Services,0.09142155354728213,0.017739775049041152,0.622,,0.87988997,0.77586997,0.77136004
MUTHOOTFIN.BO,Muthoot Finance Limited,Financial Services,533398,Financial Services,0.09935883762309478,0.02673554705737995,0.846,265.082,1.0,0.0,0.67133003
YESBANK.BO,Yes Bank Limited,Financial Services,532648,Financial Services,0.16017019403193059,0.006959420094531139,0.573,,0.0,0.0,0.11351
INDIANB.BO,Indian Bank,Financial Services,532814,Financial Services,0.1685777707731412,0.027473792715049853,0.866,,0.0,0.0,0.43550998
ABCAPITAL.BO,Aditya Birla Capital Limited,Financial Services,540691,Financial Services,0.14226995822670913,0.008363235574386093,0.869,375.213,0.33766997,0.0,0.17224
AUBANK.BO,AU Small Finance Bank Limited,Financial Services,540611,Financial Services,0.13656408895487354,0.023627083431967132,0.691,,0.0,0.0,0.34188998
STARHEALTH.BO,Star Health and Allied Insurance Company Limited,Financial Services,543412,Financial Services,0.14586275088627973,-0.005771331890403048,0.006,7.004,0.25363,0.08133,0.05133
BANDHANBNK.BO,Bandhan Bank Limited,Financial Services,541153,Financial Services,0.15701492582048565,0.002359374831686407,0.95,,0.0,0.0,0.40352002
BANKINDIA.BO,Bank of India Limited,Financial Services,532149,Financial Services,0.16180733916326528,0.008361374405411503,1.294,,0.0,0.0,0.44557
GICRE.BO,General Insurance Corporation of India,Financial Services,540755,Financial Services,0.14470595560558194,0.007525343989340657,1.17,,0.16318001,0.15036,0.11221
M&MFIN.BO,Mahindra & Mahindra Financial Services Limited,Financial Services,532720,Financial Services,0.11995653307282059,0.009924770992347166,0.647,455.601,0.91887003,0.0,0.24385999
UCOBANK.BO,UCO Bank,Financial Services,532505,Financial Services,0.142559880415938,0.005615180134001226,1.059,,0.0,0.0,0.28804
POONAWALLA.BO,Poonawalla Fincorp Limited,Financial Services,524000,Financial Services,0.22045428597994846,0.03471007409732864,1.298,144.533,0.97286004,0.0,0.62226003
POLICYBZR.BO,PB Fintech Limited,Financial Services,543390,Financial Services,0.12745011148131435,-6.786066789400691e-05,0.77,4.656,0.47217,-0.13734001,-0.13727
L&TFH.BO,L&T Finance Holdings Limited,Financial Services,533519,Financial Services,0.12076286727127801,0.015275192294796559,0.96,343.977,0.99184,0.0,0.45064998
MFSL.BO,Max Financial Services Limited,Financial Services,500271,Financial Services,0.10571708180591859,0.01935646687794301,0.68,19.075,0.13906,0.019919999,0.01739
FEDERALBNK.BO,The Federal Bank Limited,Financial Services,500469,Financial Services,0.1061604512699822,0.0186624954569045,0.747,,0.0,0.0,0.4557
CRISIL.BO,CRISIL Limited,Financial Services,500092,Financial Services,0.07747009810811727,0.014864043770431396,0.324,2.84,0.44028,0.25672,0.22444001
CENTRALBK.BO,Central Bank of India,Financial Services,532885,Financial Services,0.158803213529718,0.01259954069057812,0.635,,0.0,0.0,0.18106002
MAHABANK.BO,Bank of Maharashtra,Financial Services,532525,Financial Services,0.12816723428653434,0.010704329044136254,0.989,,0.0,0.0,0.4424
PEL.BO,Piramal Enterprises Limited,Financial Services,500302,Financial Services,0.12198045093040503,0.013462709900279136,0.671,173.458,0.99137,0.0,0.02911
FIVESTAR.BO,Five-Star Business Finance Limited,Financial Services,543663,Financial Services,0.08622745044557953,0.01723475831212129,,102.484,0.99654,0.0,0.65470004
LICHSGFIN.BO,LIC Housing Finance Limited,Financial Services,500253,Financial Services,0.0929750272619974,0.013681700907858226,0.649,796.238,0.96810997,0.0,0.84899
PSB.BO,Punjab & Sind Bank,Financial Services,533295,Financial Services,0.13861854834258935,0.009740255573070317,0.779,,0.0,0.0,0.30185
CREDITACC.BO,CreditAccess Grameen Limited,Financial Services,541770,Financial Services,0.15631082387028802,0.04170510900847292,0.894,306.252,0.99039,0.0,0.64128
IIFL.BO,IIFL Finance Limited,Financial Services,532636,Financial Services,0.1701833952386664,0.03555207738424374,0.85,363.533,0.99687,0.0,0.45113
NIACL.BO,The New India Assurance Company Limited,Financial Services,540769,Financial Services,0.15536703170667615,0.0061441462110873885,1.038,,0.17352,0.05079,-0.011770001
NAM-INDIA.BO,Nippon Life India Asset Management Limited,Financial Services,540767,Financial Services,0.11677370453434123,0.013256363591847635,0.473,,0.82525,0.65056,0.65651
ISEC.BO,ICICI Securities Limited,Financial Services,541179,Financial Services,0.12478498949090838,0.0184186103391326,0.718,379.137,0.89779997,0.0,0.55069
IDFC.BO,IDFC Limited,Financial Services,532659,Financial Services,0.14129709917682656,0.015205159634807203,1.025,,1.0,0.0,0.67462
360ONE.BO,360 One Wam Limited,Financial Services,542772,Financial Services,0.10083921336393584,0.01958946468125632,0.387,241.667,0.71193004,0.61345,0.59419996
CHOLAHLDNG.BO,Cholamandalam Financial Holdings Limited,Financial Services,504973,Financial Services,0.11679662964191444,0.014943683147336451,0.631,664.573,0.65358,0.0,0.28994
PNBHOUSING.BO,PNB Housing Finance Limited,Financial Services,540173,Financial Services,0.14479939591990512,0.010828016124761275,0.506,258.595,0.99060994,0.0,0.70227
ANGELONE.BO,Angel One Limited,Financial Services,543235,Financial Services,0.22898509779900444,0.08208638062987528,-0.096,59.519,0.79172,0.0,0.39726
CGCL.BO,Capri Global Capital Limited,Financial Services,531595,Financial Services,0.1418492166881532,0.03908612950466731,0.347,251.797,0.94912004,0.0,0.26639
MOTILALOFS.BO,Motilal Oswal Financial Services Limited,Financial Services,532892,Financial Services,0.12870610711559324,0.030814505680468313,0.391,159.639,0.78393,0.0,0.46566
HUDCO.BO,Housing and Urban Development Corporation Limited,Financial Services,540530,Financial Services,0.13896070131642252,0.016182626079389698,1.29,402.443,0.99447,0.0,0.87689
RBLBANK.BO,RBL Bank Limited,Financial Services,540065,Financial Services,0.15089485392351262,0.012284435313514537,1.09,,0.0,0.0,0.08078
APTUS.BO,Aptus Value Housing Finance India Limited,Financial Services,543335,Financial Services,0.08819453646144605,0.0047988863525567265,0.474,121.946,0.99967,0.0,0.56826
TATAINVEST.BO,Tata Investment Corporation Limited,Financial Services,501301,Financial Services,0.09389681562105678,0.02553219754925341,0.214,0.544,0.99988997,0.90181,0.91769
MANAPPURAM.BO,Manappuram Finance Limited,Financial Services,531213,Financial Services,0.1340998159447628,0.029452974794910596,1.127,310.682,0.98573,0.0,0.55436003
AAVAS.BO,Aavas Financiers Limited,Financial Services,541988,Financial Services,0.1078948828269292,0.017452949535853683,0.61,318.747,0.98722,0.0,0.54548
ABSLAMC.BO,Aditya Birla Sun Life AMC Ltd.,Financial Services,543374,Financial Services,0.08360821610068311,-0.004487216679752928,0.24,2.851,0.76722,0.60728,0.61038
IEX.BO,Indian Energy Exchange Limited,Financial Services,540750,Financial Services,0.09862662978938369,0.01976399461689802,0.501,1.392,0.99771005,0.83409,0.83722997
EQUITASBNK.BO,Equitas Small Finance Bank Limited,Financial Services,543243,Financial Services,0.11241163770513106,0.03560200200511186,-0.124,45.287,0.9548,0.0,0.34868
UTIAMC.BO,UTI Asset Management Company Limited,Financial Services,543238,Financial Services,0.10849031621572981,0.018395489496736313,0.644,3.072,0.69098,0.51502,0.54715
CANFINHOME.BO,Can Fin Homes Limited,Financial Services,511196,Financial Services,0.12639555675472694,0.036533022939487056,0.518,768.176,0.96675,0.0,0.79073995
CUB.BO,City Union Bank Limited,Financial Services,532210,Financial Services,0.08899281378458591,0.016322844004518545,0.625,,0.0,0.0,0.49754003
MCX.BO,Multi Commodity Exchange of India Limited,Financial Services,534091,Financial Services,0.10663128911223872,0.0216532255316632,0.331,0.099,0.99796,0.13225001,-0.0889
IBULHSGFIN.BO,Indiabulls Housing Finance Limited,Financial Services,535789,Financial Services,0.17810882345690915,0.01997679213592505,1.242,262.901,0.9913,0.0,0.65558
HOMEFIRST.BO,Home First Finance Company India Limited,Financial Services,543259,Financial Services,0.09143545236893208,0.029536677711567524,0.421,308.299,0.99952006,0.0,0.62374
TMB.BO,Tamilnad Mercantile Bank Limited,Financial Services,543596,Financial Services,0.0767794977825329,0.007434153438609862,,,0.0,0.0,0.51364
JMFINANCIL.BO,JM Financial Limited,Financial Services,523405,Financial Services,0.12302329478659028,0.02029690771391995,0.149,149.389,0.9956,0.0,0.39761
CSBBANK.BO,CSB Bank Limited,Financial Services,542867,Financial Services,0.11943555350245184,0.023295015506086196,0.69,,0.0,0.0,0.35917
MASFIN.BO,MAS Financial Services Limited,Financial Services,540749,Financial Services,0.12753232020715838,0.01321368516126183,0.842,416.727,0.88641,0.0,0.60893
DLF.BO,DLF Limited,Real Estate,532868,Realty,0.13335263348141632,0.022934431824632097,0.532,8.761,0.56189996,0.30010998,0.31565002
LODHA.BO,Macrotech Developers Limited,Real Estate,543287,Realty,0.12699156328723657,0.04327506040725891,0.339,66.976,0.37574002,0.22877,0.22108
GODREJPROP.BO,Godrej Properties Limited,Real Estate,533150,Realty,0.11794393988478405,0.028357537881925642,0.981,108.215,0.38681,0.03521,-0.20131001
OBEROIRLTY.BO,Oberoi Realty Limited,Real Estate,533273,Realty,0.0993328682234966,0.021934136909296204,0.564,26.146,0.56856996,0.517,0.53067
PHOENIXLTD.BO,The Phoenix Mills Limited,Real Estate,503100,Realty,0.0841406613151834,0.024386126260061106,0.583,38.739,0.89386004,0.59031,0.51183
PRESTIGE.BO,Prestige Estates Projects Limited,Real Estate,533274,Realty,0.12031968870487483,0.024997341676423635,0.494,96.984,0.50633997,0.23291999,0.18709
BRIGADE.BO,Brigade Enterprises Limited,Real Estate,532929,Realty,0.11745335938534768,0.03378162885877039,0.567,148.067,0.46311,0.24606001,0.18224001
MAHLIFE.BO,Mahindra Lifespace Developers Limited,Real Estate,532313,Realty,0.11123924382737418,0.020235373674853438,0.482,16.954,0.13934,-0.19372,-2.13956
SUNTECK.BO,Sunteck Realty Limited,Real Estate,512179,Realty,0.13710486754844128,0.020250170438887518,0.648,22.766,0.68161005,-0.05426,-0.65643996
SOBHA.BO,Sobha Limited,Real Estate,532784,Realty,0.13748747174181986,0.021540985830005445,1.05,81.179,0.32490003,0.09625,0.09373
IBREALEST.BO,Indiabulls Real Estate Limited,Real Estate,532832,Realty,0.19679839488111378,0.022449288577052775,1.055,8.962,-0.46144,-0.82464,-0.26743
HINDUNILVR.BO,Hindustan Unilever Limited,Consumer Defensive,500696,Fast Moving Consumer Goods,0.05964888385237535,0.01502797081674707,0.033,2.515,0.4978,0.23019,0.22403
ITC.BO,ITC Limited,Consumer Defensive,500875,Fast Moving Consumer Goods,0.06138137961283538,0.009093877402706318,0.26,0.408,0.59955,0.3751,0.33763
DMART.BO,Avenue Supermarts Limited,Consumer Defensive,540376,Consumer Services,0.08212037258302674,0.02477395995952406,0.039,3.616,0.14403,0.07729,0.06579
NESTLEIND.BO,Nestlé India Limited,Consumer Defensive,500790,Fast Moving Consumer Goods,0.05592919537095661,0.015314603625409559,0.004,10.099,0.54301,0.22466,0.22188
VBL.BO,Varun Beverages Limited,Consumer Defensive,540180,Fast Moving Consumer Goods,0.09530959759349393,0.04082672943478366,0.534,56.268,0.53712004,0.22351,0.18378
BRITANNIA.BO,Britannia Industries Limited,Consumer Defensive,500825,Fast Moving Consumer Goods,0.06823162468870124,0.02336271504458045,0.468,96.678,0.42583,0.19092,0.18064
GODREJCP.BO,Godrej Consumer Products Limited,Consumer Defensive,532424,Fast Moving Consumer Goods,0.0754254230753905,0.015597394514494451,0.213,22.585,0.52458,0.20089,0.18393
DABUR.BO,Dabur India Limited,Consumer Defensive,500096,Fast Moving Consumer Goods,0.05417501874895158,0.01148875360066375,0.227,14.98,0.46049,0.18726,0.17559
TATACONSUM.BO,Tata Consumer Products Limited,Consumer Defensive,500800,Fast Moving Consumer Goods,0.08268810376993072,0.019999830103545422,0.421,8.875,0.41188,0.13401,0.11869001
MARICO.BO,Marico Limited,Consumer Defensive,531642,Fast Moving Consumer Goods,0.0574811238620072,0.015986449054122692,0.123,10.706,0.47615,0.19424999,0.18497999
COLPAL.BO,Colgate-Palmolive (India) Limited,Consumer Defensive,500830,Fast Moving Consumer Goods,0.057084028641688565,0.013363548607850072,0.22,3.895,0.66612,0.3121,0.29764
PGHH.BO,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,500459,Fast Moving Consumer Goods,0.05222419398137604,0.016592581536255306,0.182,0.426,0.58248,0.23456,0.2377
AWL.BO,Adani Wilmar Limited,Consumer Defensive,543458,Fast Moving Consumer Goods,0.15898176748901133,-0.004981357973575531,,48.155,0.10102,0.025179999,0.00391
PATANJALI.BO,Patanjali Foods Limited,Consumer Defensive,500368,Fast Moving Consumer Goods,0.41140946878850315,0.1234771657285304,-1.228,12.376,0.118219994,0.041100003,0.04285
UBL.BO,United Breweries Limited,Consumer Defensive,532478,Fast Moving Consumer Goods,0.07898432006441518,0.009246442138313432,0.432,0.383,0.40291,0.07095,0.07056
UNITDSPR.BO,United Spirits Limited,Consumer Defensive,532432,Fast Moving Consumer Goods,0.09443480876951107,0.011294338702041624,,,,,
HATSUN.BO,Hatsun Agro Product Limited,Consumer Defensive,531531,Fast Moving Consumer Goods,0.09198563066803236,0.022133637738065606,0.324,134.688,0.27018,0.09831,0.06261
EMAMILTD.BO,Emami Limited,Consumer Defensive,531162,Fast Moving Consumer Goods,0.09809781246520376,0.012007356368858947,0.724,4.447,0.65042,0.2592,0.21688999
RADICO.BO,Radico Khaitan Limited,Consumer Defensive,532497,Fast Moving Consumer Goods,0.11842682636444907,0.027272253854906198,0.617,38.281,0.4161,0.11552,0.102790006
GILLETTE.BO,Gillette India Limited,Consumer Defensive,507815,Fast Moving Consumer Goods,0.05992856690052119,0.011558030735949429,0.222,0.005,0.52157,0.21436001,0.17474002
BIKAJI.BO,Bikaji Foods International Limited,Consumer Defensive,543653,Fast Moving Consumer Goods,0.08397061026310725,0.022239380245226942,,20.046,0.31992,0.13015,0.11849
JYOTHYLAB.BO,Jyothy Labs Limited,Consumer Defensive,532926,Fast Moving Consumer Goods,0.09336594423795676,0.017680747893667626,0.512,2.732,0.46543998,0.16213,0.18280001
GODFRYPHLP.BO,Godfrey Phillips India Limited,Consumer Defensive,500163,Fast Moving Consumer Goods,0.13504362052634983,0.021393871216266076,0.212,9.131,0.46132,0.20312999,0.16163999
RENUKA.BO,Shree Renuka Sugars Limited,Consumer Defensive,532670,Fast Moving Consumer Goods,0.22948209742567122,0.02584676354914391,0.794,,0.18676001,0.06446,0.00892
ZYDUSWELL.BO,Zydus Wellness Limited,Consumer Defensive,531335,Fast Moving Consumer Goods,0.07858561537686584,0.012745073321168504,0.023,6.76,0.48428002,0.13276,0.024549998
KRBL.BO,KRBL Limited,Consumer Defensive,530813,Fast Moving Consumer Goods,0.14398650565335422,0.029365569931731453,0.85,1.894,0.26830998,0.15874,0.14388
GODREJAGRO.BO,Godrej Agrovet Limited,Consumer Defensive,540743,Fast Moving Consumer Goods,0.07687063213782394,0.003095653644326342,0.387,56.431,0.22122999,0.06226,0.05788
EIDPARRY.BO,E.I.D.- Parry (India) Limited,Consumer Defensive,500125,Chemicals,0.10697009946401542,0.018233435659639433,0.612,8.251,0.21589,0.098120004,0.105550006
CCL.BO,CCL Products (India) Limited,Consumer Defensive,519600,Fast Moving Consumer Goods,0.09824255288282069,0.028575405945192797,0.241,72.04,0.42387,0.18065001,0.14477
BALRAMCHIN.BO,Balrampur Chini Mills Limited,Consumer Defensive,500038,Fast Moving Consumer Goods,0.13975233169758355,0.02966562434157824,0.858,17.451,0.28886,0.15188,0.08031999
BBTC.BO,"The Bombay Burmah Trading Corporation, Limited",Consumer Defensive,501425,Fast Moving Consumer Goods,0.15069166288197614,0.0327531973904081,0.671,101.864,0.43869,0.20415,0.19471
AVANTI.BO,Avanti Feeds Limited,Consumer Defensive,512573,Fast Moving Consumer Goods,0.17475300951501463,0.04269836607758004,,,,,
GAEL.BO,Gujarat Ambuja Exports Limited,Consumer Defensive,524226,Fast Moving Consumer Goods,0.14042430122118063,0.03921044680234598,0.283,11.307,0.26514998,0.08728,0.06524
VSTIND.BO,VST Industries Limited,Consumer Defensive,509966,Fast Moving Consumer Goods,0.07355099834198305,0.010456701770081294,0.377,,0.49137002,0.27138,0.19981001
TATACOFFEE.BO,Tata Coffee Limited,Consumer Defensive,532301,Fast Moving Consumer Goods,0.09274117429261172,0.01566538791652957,0.778,43.322,0.45201,0.14297,0.11495
SUNPHARMA.BO,Sun Pharmaceutical Industries Limited,Healthcare,524715,Healthcare,0.0836924104972083,0.009855444051855086,0.528,3.051,0.75692004,0.2647,0.21166
CIPLA.BO,Cipla Limited,Healthcare,500087,Healthcare,0.07816129780284543,0.012153773896148135,0.361,3.829,0.63762003,0.23422001,0.2191
DIVISLAB.BO,Divi's Laboratories Limited,Healthcare,532488,Healthcare,0.0867562160878111,0.019183296849687937,0.37,0.039,0.55311,0.25582,0.20115
DRREDDY.BO,Dr. Reddy's Laboratories Limited,Healthcare,500124,Healthcare,0.078625611327719,0.009777604411158942,0.371,5.227,0.58463,0.28915,0.25414
APOLLOHOSP.BO,Apollo Hospitals Enterprise Limited,Healthcare,508869,Healthcare,0.0987047153777962,0.020092102379598013,0.6,71.084,0.34124002,0.11165,0.09575
TORNTPHARM.BO,Torrent Pharmaceuticals Limited,Healthcare,500420,Healthcare,0.07217553185062013,0.021288973494438593,0.292,66.93,0.73183,0.29587,0.23459
ZYDUSLIFE.BO,Zydus Lifesciences Limited,Healthcare,532321,Healthcare,0.08490951073192655,0.01586681405305216,0.451,0.916,0.65300006,0.25138,0.20136
MAXHEALTH.BO,Max Healthcare Institute Limited,Healthcare,543220,Healthcare,0.0991988102641538,0.052228301883026365,0.252,8.414,0.60473996,0.27181,0.2417
ABBOTINDIA.BO,Abbott India Limited,Healthcare,500488,Healthcare,0.07784305407079505,0.025596075117644616,0.111,2.944,0.44065,0.22845,0.24298
AUROPHARMA.BO,Aurobindo Pharma Limited,Healthcare,524804,Healthcare,0.10705126499023122,0.01816333719613947,0.658,23.581,0.52527,0.16427,0.13654
LUPIN.BO,Lupin Limited,Healthcare,500257,Healthcare,0.09101602333336536,0.007127375691114775,0.695,28.441,0.61015,0.14813,0.13402
ALKEM.BO,Alkem Laboratories Limited,Healthcare,539523,Healthcare,0.07636681112474852,0.01663053470093458,0.279,14.113,0.58353,0.16744,0.19558
SYNGENE.BO,Syngene International Limited,Healthcare,539268,Healthcare,0.0809587097602586,0.018194563514822737,0.565,21.409,0.66653997,0.29941,0.18394
BIOCON.BO,Biocon Limited,Healthcare,532523,Healthcare,0.09118947350590442,0.0161293062091327,0.429,75.182,0.62541,0.23843001,0.10175
GLAND.BO,Gland Pharma Limited,Healthcare,543245,Healthcare,0.12715631307869543,0.0008126275473142381,0.405,4.298,0.53957003,0.25136998,0.17677
GLAXO.BO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,500660,Healthcare,0.07249773377165823,0.005820109686251802,0.204,1.389,0.60625,0.24662,0.28358
FORTIS.BO,Fortis Healthcare Limited,Healthcare,532843,Healthcare,0.09556691864166966,0.015822840422900324,0.615,12.178,0.56200004,0.16017,0.13902001
IPCALAB.BO,Ipca Laboratories Limited,Healthcare,524494,Healthcare,0.08860253888593551,0.012361665503468443,0.192,26.286,0.61645,0.15642999,0.11354
GLENMARK.BO,Glenmark Pharmaceuticals Limited,Healthcare,532296,Healthcare,0.10795098939246278,0.00882147073964829,0.814,53.224,0.63106996,0.15274,0.100030005
AJANTPHARM.BO,Ajanta Pharma Limited,Healthcare,532331,Healthcare,0.097020134607803,0.022075517942433714,-0.061,0.948,0.72379994,0.23728001,0.24983999
LAURUSLABS.BO,Laurus Labs Limited,Healthcare,540222,Healthcare,0.14839329329063902,0.026243346584312113,1.038,52.79,0.50029,0.19879,0.07863
JBCHEPHARM.BO,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,506943,Healthcare,0.09359135726511823,0.02625155724822437,-0.047,16.578,0.63694,0.24452999,0.23972
NH.BO,Narayana Hrudayalaya Limited,Healthcare,539551,Healthcare,0.08167100181201274,0.018835808369136127,0.409,42.837,0.38044,0.21946,0.19371
LALPATHLAB.BO,Dr. Lal PathLabs Limited,Healthcare,539524,Healthcare,0.09032736059620247,0.016638131284361053,0.375,16.566,0.56684,0.2374,0.23599
PFIZER.BO,Pfizer Limited,Healthcare,500680,Healthcare,0.07968862800235939,0.015096094345990655,0.318,3.544,0.62709,0.27824,0.29064
MEDANTA.BO,Global Health Limited,Healthcare,543654,Healthcare,0.08889851204789813,0.06171889023958369,,29.946,0.52063,0.2394,0.20136999
SANOFI.BO,Sanofi India Limited,Healthcare,500674,Healthcare,0.06834320400697373,0.012324399508485679,0.357,2.693,0.56965,0.26892,0.2775
APLLTD.BO,Alembic Pharmaceuticals Limited,Healthcare,533573,Healthcare,0.08947360617768343,0.014612189189535994,0.735,19.436,0.69509006,0.1427,0.08821
ASTERDM.BO,Aster DM Healthcare Limited,Healthcare,540975,Healthcare,0.11125793703348422,0.018716472385599276,0.59,124.675,0.35712,0.10953,0.06164
NATCOPHARM.BO,NATCO Pharma Limited,Healthcare,524816,Healthcare,0.11096740607806599,0.020276220077644545,0.488,4.676,0.77195,0.40217,0.40178
KIMS.BO,Krishna Institute of Medical Sciences Limited,Healthcare,543308,Healthcare,0.08079980741385225,0.019590124701817868,-0.21,45.841,0.60078,0.26185,0.22171
POLYMED.BO,Poly Medicure Limited,Healthcare,531768,Healthcare,0.11929318120097132,0.03167365646441105,0.292,10.099,0.64484,0.25924,0.20231001
SUVENPHAR.BO,Suven Pharmaceuticals Limited,Healthcare,543064,Healthcare,0.12311383415321586,0.042759529752171795,1.402,2.624,0.58952,0.44534,0.37251
PPLPHARMA.BO,Piramal Pharma Limited,Healthcare,543635,Healthcare,0.13421862565360768,0.0034483539722088754,,58.45,0.60564,0.11098,0.04245
ERIS.BO,Eris Lifesciences Limited,Healthcare,540596,Healthcare,0.0980594053216558,0.009498037084418424,0.368,34.17,0.80649,0.33588,0.27781
RAINBOW.BO,Rainbow Children's Medicare Limited,Healthcare,543524,Healthcare,0.0866872565780155,0.05358658301506584,,55.145,0.71474,0.30461,0.27283
MEDPLUS.BO,MedPlus Health Services Limited,Healthcare,543427,Consumer Services,0.09899890877665192,-0.011240542611660664,,62.949,0.21545,0.032899998,0.02103
ASTRAZEN.BO,AstraZeneca Pharma India Limited,Healthcare,506820,Healthcare,0.09845890010666433,0.020068833109870298,0.503,0.816,0.62437,0.18654,0.15779
PGHL.BO,Procter & Gamble Health Limited,Healthcare,500126,Healthcare,0.10653207085541137,0.024301208738409786,0.492,1.598,0.68956,0.26858,0.31695998
SPARC.BO,Sun Pharma Advanced Research Company Limited,Healthcare,532872,Healthcare,0.14718850987681342,0.014178190584295572,0.778,4.284,0.8719,-1.19566,-4.46884
GRANULES.BO,Granules India Limited,Healthcare,532482,Healthcare,0.12163221630190604,0.03171743186932684,0.277,46.501,0.47869998,0.17903,0.13489
JUBLPHARMA.BO,Jubilant Pharmova Limited,Healthcare,530019,Healthcare,0.16515239669432244,0.024254317629808324,1.519,67.906,0.67907995,0.0995,0.08641
METROPOLIS.BO,Metropolis Healthcare Limited,Healthcare,542650,Healthcare,0.12104366490562436,0.01738254911708463,0.309,22.025,0.77252,0.19573,0.17041
JUBLINGREA.BO,Jubilant Ingrevia Limited,Healthcare,543271,Chemicals,0.114097614270231,0.010684996388671607,0.152,28.341,0.49390998,0.11382,0.08211
FDC.BO,FDC Limited,Healthcare,531599,Healthcare,0.0836205888732632,0.013793760286512281,0.212,1.245,0.62907004,0.15827,0.13683
